Order ID,Date,Year,Quarter,Month,Region,Country,State,City,Sales Channel,Customer Segment,Category,Subcategory,Product Name,Sales Rep,Units Sold,Unit Price,Discount,Revenue,Cost,Profit,Payment Method
10042,14/06/2024,2024,Q2,Jun,Midwest,USA,Ohio,Columbus,Online,Small Business,Furniture,Desk,WorkDesk Pro,Sarah Lopez,5,531,0,2655,1769.64,885.36,Cash
10043,16/09/2024,2024,Q3,Sep,West,USA,Colorado,Denver,Online,Corporate,Furniture,Chair,ComfortSeat,Sarah Lopez,11,146,0.05,1525.7,1112.1,413.6,Card
10044,17/01/2024,2024,Q1,Jan,South,USA,Georgia,Atlanta,Distributor,Corporate,Electronics,Phone,Galaxy Max,Emily Carter,13,682,0,8866,6215.74,2650.26,Card
10045,01/11/2024,2024,Q4,Nov,Northeast,USA,Pennsylvania,Philadelphia,Distributor,Small Business,Furniture,Desk,WorkDesk Pro,John Miller,12,102,0.15,1040.4,658.38,382.02,Cash
10046,15/09/2024,2024,Q3,Sep,West,USA,California,Los Angeles,Online,Corporate,Accessories,Keyboard,KeyPro,Michael Brown,7,52,0.15,309.4,205.75,103.65,Digital Wallet
10047,01/09/2024,2024,Q3,Sep,Midwest,USA,Michigan,Detroit,Distributor,Corporate,Accessories,Keyboard,KeyPro,Sarah Lopez,6,953,0.15,4860.3,2818.02,2042.28,Transfer
10048,28/05/2024,2024,Q2,May,Northeast,USA,Pennsylvania,Philadelphia,Distributor,Small Business,Electronics,Laptop,UltraBook Pro,David Clark,10,686,0,6860,5034.49,1825.51,Transfer
10049,14/03/2024,2024,Q1,Mar,South,USA,Texas,Dallas,Retail,Small Business,Accessories,Keyboard,KeyPro,Emily Carter,7,1119,0.15,6658.05,3712.57,2945.48,Cash
10050,01/12/2024,2024,Q4,Dec,Midwest,USA,Ohio,Columbus,Retail,Corporate,Electronics,Phone,Galaxy Max,John Miller,7,1103,0.05,7334.95,4590.16,2744.79,Card
10051,26/09/2024,2024,Q3,Sep,West,USA,Colorado,Denver,Distributor,Corporate,Electronics,Tablet,Tab Elite,Emily Carter,20,525,0,10500,7749.42,2750.58,Transfer
10052,23/10/2024,2024,Q4,Oct,South,USA,Georgia,Atlanta,Distributor,Corporate,Electronics,Tablet,Tab Elite,Jessica Lee,10,641,0.1,5769,4172.47,1596.53,Digital Wallet
10053,07/10/2024,2024,Q4,Oct,Northeast,USA,New York,New York,Distributor,Small Business,Electronics,Phone,Galaxy Max,Jessica Lee,14,726,0,10164,6087.28,4076.72,Transfer
10054,22/07/2024,2024,Q3,Jul,South,USA,Florida,Miami,Online,Small Business,Accessories,Keyboard,KeyPro,John Miller,2,102,0.05,193.8,135.39,58.41,Digital Wallet
10055,04/04/2024,2024,Q2,Apr,West,USA,California,Los Angeles,Online,Corporate,Furniture,Chair,ComfortSeat,David Clark,10,1051,0.05,9984.5,6202.12,3782.38,Digital Wallet
10056,17/05/2024,2024,Q2,May,West,USA,California,Los Angeles,Retail,Consumer,Electronics,Laptop,UltraBook Pro,Sarah Lopez,3,126,0.1,340.2,224.88,115.32,Digital Wallet
10057,19/01/2024,2024,Q1,Jan,South,USA,Texas,Dallas,Online,Consumer,Electronics,Tablet,Tab Elite,Jessica Lee,20,1105,0.05,20995,15263.32,5731.68,Cash
10058,28/04/2024,2024,Q2,Apr,Midwest,USA,Ohio,Columbus,Online,Small Business,Furniture,Chair,ComfortSeat,Emily Carter,7,848,0.1,5342.4,3701.68,1640.72,Cash
10059,15/12/2024,2024,Q4,Dec,Midwest,USA,Ohio,Columbus,Online,Consumer,Accessories,Headphones,SoundMax,Michael Brown,16,890,0.15,12104,8977.91,3126.09,Digital Wallet
10060,28/03/2024,2024,Q1,Mar,West,USA,Colorado,Denver,Distributor,Corporate,Accessories,Keyboard,KeyPro,John Miller,18,937,0.15,14336.1,10380.06,3956.04,Digital Wallet
10061,07/02/2024,2024,Q1,Feb,Midwest,USA,Michigan,Detroit,Retail,Consumer,Accessories,Keyboard,KeyPro,Sarah Lopez,16,312,0.05,4742.4,3335.97,1406.43,Digital Wallet
10062,18/08/2024,2024,Q3,Aug,Northeast,USA,Massachusetts,Boston,Retail,Corporate,Electronics,Tablet,Tab Elite,Jessica Lee,11,482,0,5302,3296.43,2005.57,Digital Wallet
10063,29/11/2024,2024,Q4,Nov,Northeast,USA,New York,New York,Distributor,Corporate,Furniture,Desk,WorkDesk Pro,Emily Carter,7,248,0,1736,1022.24,713.76,Card
10064,19/03/2024,2024,Q1,Mar,Midwest,USA,Michigan,Detroit,Online,Corporate,Furniture,Chair,ComfortSeat,John Miller,16,1086,0.05,16507.2,9905.84,6601.36,Digital Wallet
10065,22/06/2024,2024,Q2,Jun,Northeast,USA,New York,New York,Online,Consumer,Furniture,Desk,WorkDesk Pro,Jessica Lee,3,249,0.05,709.65,395.48,314.17,Card
10066,27/09/2024,2024,Q3,Sep,Midwest,USA,Michigan,Detroit,Retail,Corporate,Furniture,Chair,ComfortSeat,John Miller,4,769,0.1,2768.4,1835.61,932.79,Digital Wallet
10067,12/11/2024,2024,Q4,Nov,South,USA,Georgia,Atlanta,Online,Corporate,Furniture,Chair,ComfortSeat,Michael Brown,20,670,0.15,11390,8455.18,2934.82,Transfer
10068,31/03/2024,2024,Q1,Mar,South,USA,Georgia,Atlanta,Retail,Consumer,Electronics,Tablet,Tab Elite,Jessica Lee,10,247,0.05,2346.5,1297.74,1048.76,Digital Wallet
10069,11/06/2024,2024,Q2,Jun,Northeast,USA,Pennsylvania,Philadelphia,Retail,Corporate,Accessories,Keyboard,KeyPro,Emily Carter,13,366,0.1,4282.2,2549.96,1732.24,Cash
10070,22/04/2024,2024,Q2,Apr,Midwest,USA,Ohio,Columbus,Retail,Small Business,Accessories,Headphones,SoundMax,Jessica Lee,15,491,0,7365,4736.74,2628.26,Transfer
10071,27/01/2024,2024,Q1,Jan,West,USA,Washington,Seattle,Online,Small Business,Furniture,Desk,WorkDesk Pro,David Clark,10,662,0.05,6289,3808.53,2480.47,Cash
10072,26/06/2024,2024,Q2,Jun,Midwest,USA,Illinois,Chicago,Online,Consumer,Electronics,Laptop,UltraBook Pro,Sarah Lopez,11,1104,0.15,10322.4,6397.57,3924.83,Digital Wallet
10073,04/10/2024,2024,Q4,Oct,West,USA,Colorado,Denver,Online,Consumer,Electronics,Tablet,Tab Elite,Jessica Lee,16,707,0,11312,7574.94,3737.06,Card
10074,10/09/2024,2024,Q3,Sep,Northeast,USA,Massachusetts,Boston,Online,Consumer,Electronics,Tablet,Tab Elite,Sarah Lopez,5,418,0.1,1881,1237.93,643.07,Transfer
10075,17/01/2024,2024,Q1,Jan,South,USA,Texas,Dallas,Retail,Corporate,Furniture,Chair,ComfortSeat,David Clark,20,305,0.05,5795,3841.33,1953.67,Card
10076,23/03/2024,2024,Q1,Mar,Northeast,USA,New York,New York,Distributor,Corporate,Accessories,Headphones,SoundMax,David Clark,12,592,0.1,6393.6,4365.36,2028.24,Transfer
10077,28/11/2024,2024,Q4,Nov,West,USA,California,Los Angeles,Retail,Corporate,Furniture,Desk,WorkDesk Pro,David Clark,6,245,0.05,1396.5,827.73,568.77,Cash
10078,16/11/2024,2024,Q4,Nov,South,USA,Georgia,Atlanta,Distributor,Consumer,Accessories,Headphones,SoundMax,Emily Carter,13,421,0.05,5199.35,2961.85,2237.5,Transfer
10079,13/04/2024,2024,Q2,Apr,Midwest,USA,Ohio,Columbus,Online,Small Business,Electronics,Tablet,Tab Elite,Jessica Lee,16,1108,0.05,16841.6,11148.89,5692.71,Card
10080,06/12/2024,2024,Q4,Dec,West,USA,Colorado,Denver,Online,Corporate,Furniture,Desk,WorkDesk Pro,Emily Carter,8,935,0.05,7106,4626.68,2479.32,Card
10081,08/03/2024,2024,Q1,Mar,South,USA,Georgia,Atlanta,Distributor,Consumer,Furniture,Chair,ComfortSeat,Emily Carter,1,318,0.1,286.2,163.94,122.26,Digital Wallet
10082,30/11/2024,2024,Q4,Nov,Northeast,USA,Pennsylvania,Philadelphia,Online,Consumer,Accessories,Headphones,SoundMax,Michael Brown,20,276,0,5520,3679.41,1840.59,Cash
10083,27/12/2024,2024,Q4,Dec,West,USA,California,Los Angeles,Retail,Small Business,Accessories,Headphones,SoundMax,Jessica Lee,8,222,0.15,1509.6,1100.75,408.85,Cash
10084,21/05/2024,2024,Q2,May,Midwest,USA,Ohio,Columbus,Distributor,Consumer,Electronics,Laptop,UltraBook Pro,Michael Brown,20,251,0,5020,3651.05,1368.95,Cash
10085,21/01/2024,2024,Q1,Jan,South,USA,Georgia,Atlanta,Online,Corporate,Accessories,Keyboard,KeyPro,Emily Carter,10,1075,0.15,9137.5,6199.65,2937.85,Cash
10086,10/07/2024,2024,Q3,Jul,West,USA,California,Los Angeles,Distributor,Corporate,Furniture,Chair,ComfortSeat,Emily Carter,4,1150,0.05,4370,3072.1,1297.9,Card
10087,29/11/2024,2024,Q4,Nov,West,USA,Washington,Seattle,Online,Consumer,Electronics,Tablet,Tab Elite,Michael Brown,5,544,0.05,2584,1753.88,830.12,Card
10088,20/09/2024,2024,Q3,Sep,South,USA,Texas,Dallas,Distributor,Small Business,Furniture,Desk,WorkDesk Pro,Michael Brown,11,483,0.1,4781.7,3471.21,1310.49,Card
10089,08/09/2024,2024,Q3,Sep,West,USA,Washington,Seattle,Distributor,Corporate,Electronics,Laptop,UltraBook Pro,Emily Carter,12,342,0.1,3693.6,2614.7,1078.9,Cash
10090,21/12/2024,2024,Q4,Dec,South,USA,Texas,Dallas,Distributor,Consumer,Furniture,Chair,ComfortSeat,Sarah Lopez,19,431,0.05,7779.55,5716.31,2063.24,Cash
10091,24/11/2024,2024,Q4,Nov,Northeast,USA,New York,New York,Distributor,Corporate,Furniture,Chair,ComfortSeat,Michael Brown,6,542,0.15,2764.2,1798.39,965.81,Transfer
10092,03/02/2024,2024,Q1,Feb,South,USA,Texas,Dallas,Retail,Consumer,Accessories,Keyboard,KeyPro,Sarah Lopez,16,415,0.05,6308,4028.78,2279.22,Cash
10093,28/12/2024,2024,Q4,Dec,South,USA,Texas,Dallas,Distributor,Consumer,Electronics,Phone,Galaxy Max,John Miller,6,721,0.05,4109.7,2768.38,1341.32,Transfer
10094,12/09/2024,2024,Q3,Sep,Midwest,USA,Michigan,Detroit,Distributor,Small Business,Furniture,Chair,ComfortSeat,Jessica Lee,6,816,0.15,4161.6,2490.75,1670.85,Digital Wallet
10095,30/09/2024,2024,Q3,Sep,West,USA,California,Los Angeles,Distributor,Consumer,Electronics,Tablet,Tab Elite,Sarah Lopez,19,780,0.15,12597,6960.01,5636.99,Digital Wallet
10096,07/10/2024,2024,Q4,Oct,Midwest,USA,Michigan,Detroit,Online,Corporate,Furniture,Chair,ComfortSeat,Jessica Lee,8,162,0.15,1101.6,659.77,441.83,Cash
10097,11/05/2024,2024,Q2,May,Northeast,USA,Pennsylvania,Philadelphia,Retail,Corporate,Accessories,Headphones,SoundMax,Sarah Lopez,20,910,0.1,16380,12256.31,4123.69,Transfer
10098,11/09/2024,2024,Q3,Sep,Midwest,USA,Ohio,Columbus,Retail,Consumer,Accessories,Keyboard,KeyPro,David Clark,12,917,0.15,9353.4,5798.27,3555.13,Cash
10099,15/10/2024,2024,Q4,Oct,Midwest,USA,Michigan,Detroit,Retail,Corporate,Accessories,Headphones,SoundMax,Michael Brown,20,803,0.05,15257,11250.53,4006.47,Cash
10100,27/01/2024,2024,Q1,Jan,Northeast,USA,Pennsylvania,Philadelphia,Retail,Corporate,Furniture,Chair,ComfortSeat,David Clark,7,846,0.05,5625.9,3360.48,2265.42,Card
10101,06/05/2024,2024,Q2,May,Midwest,USA,Ohio,Columbus,Distributor,Corporate,Accessories,Headphones,SoundMax,David Clark,12,1116,0.05,12722.4,7381.26,5341.14,Card
10102,21/04/2024,2024,Q2,Apr,Midwest,USA,Michigan,Detroit,Retail,Consumer,Accessories,Keyboard,KeyPro,Jessica Lee,5,179,0.05,850.25,561.65,288.6,Digital Wallet
10103,11/06/2024,2024,Q2,Jun,Northeast,USA,Massachusetts,Boston,Distributor,Small Business,Furniture,Desk,WorkDesk Pro,Jessica Lee,19,1118,0.05,20179.9,14235.19,5944.71,Card
10104,29/09/2024,2024,Q3,Sep,West,USA,California,Los Angeles,Distributor,Small Business,Electronics,Laptop,UltraBook Pro,David Clark,17,537,0.15,7759.65,4396,3363.65,Cash
10105,01/08/2024,2024,Q3,Aug,Northeast,USA,Pennsylvania,Philadelphia,Distributor,Consumer,Accessories,Keyboard,KeyPro,Jessica Lee,12,503,0,6036,3866.38,2169.62,Transfer
10106,05/01/2024,2024,Q1,Jan,South,USA,Florida,Miami,Online,Small Business,Electronics,Phone,Galaxy Max,Michael Brown,18,477,0,8586,5065.41,3520.59,Transfer
10107,11/06/2024,2024,Q2,Jun,Midwest,USA,Michigan,Detroit,Retail,Consumer,Furniture,Desk,WorkDesk Pro,Emily Carter,12,390,0.15,3978,2771.76,1206.24,Transfer
10108,25/03/2024,2024,Q1,Mar,Northeast,USA,Massachusetts,Boston,Distributor,Small Business,Furniture,Chair,ComfortSeat,Jessica Lee,5,126,0.05,598.5,372.34,226.16,Transfer
10109,16/07/2024,2024,Q3,Jul,South,USA,Georgia,Atlanta,Online,Consumer,Furniture,Desk,WorkDesk Pro,Michael Brown,9,556,0.15,4253.4,2840.07,1413.33,Transfer
10110,17/08/2024,2024,Q3,Aug,South,USA,Texas,Dallas,Retail,Small Business,Electronics,Tablet,Tab Elite,David Clark,7,361,0.15,2147.95,1351.46,796.49,Transfer
10111,26/06/2024,2024,Q2,Jun,South,USA,Florida,Miami,Distributor,Small Business,Accessories,Keyboard,KeyPro,David Clark,9,303,0,2727,1565.8,1161.2,Cash
10112,11/01/2024,2024,Q1,Jan,Northeast,USA,Pennsylvania,Philadelphia,Retail,Small Business,Electronics,Tablet,Tab Elite,Jessica Lee,1,951,0.15,808.35,559.66,248.69,Cash
10113,25/06/2024,2024,Q2,Jun,South,USA,Texas,Dallas,Distributor,Small Business,Furniture,Chair,ComfortSeat,David Clark,3,994,0.15,2534.7,1521.77,1012.93,Transfer
10114,01/03/2024,2024,Q1,Mar,Northeast,USA,New York,New York,Distributor,Consumer,Accessories,Keyboard,KeyPro,Jessica Lee,20,808,0.05,15352,10018.99,5333.01,Digital Wallet
10115,19/05/2024,2024,Q2,May,South,USA,Georgia,Atlanta,Distributor,Corporate,Electronics,Laptop,UltraBook Pro,Jessica Lee,5,283,0.15,1202.75,865.41,337.34,Card
10116,17/02/2024,2024,Q1,Feb,West,USA,California,Los Angeles,Distributor,Small Business,Accessories,Headphones,SoundMax,Sarah Lopez,3,356,0.1,961.2,699.19,262.01,Digital Wallet
10117,23/04/2024,2024,Q2,Apr,South,USA,Georgia,Atlanta,Online,Small Business,Furniture,Desk,WorkDesk Pro,Jessica Lee,11,655,0.1,6484.5,4190.08,2294.42,Digital Wallet
10118,08/09/2024,2024,Q3,Sep,Midwest,USA,Ohio,Columbus,Distributor,Small Business,Electronics,Tablet,Tab Elite,John Miller,15,458,0.05,6526.5,4440.42,2086.08,Digital Wallet
10119,29/09/2024,2024,Q3,Sep,Northeast,USA,Massachusetts,Boston,Online,Small Business,Furniture,Chair,ComfortSeat,Michael Brown,12,819,0.05,9336.6,6869.86,2466.74,Transfer
10120,07/03/2024,2024,Q1,Mar,Northeast,USA,Pennsylvania,Philadelphia,Online,Small Business,Electronics,Tablet,Tab Elite,Michael Brown,11,825,0.1,8167.5,4753.25,3414.25,Digital Wallet
10121,07/06/2024,2024,Q2,Jun,West,USA,California,Los Angeles,Retail,Small Business,Accessories,Keyboard,KeyPro,John Miller,17,361,0.15,5216.45,3376.1,1840.35,Digital Wallet
10122,31/07/2024,2024,Q3,Jul,Northeast,USA,Pennsylvania,Philadelphia,Retail,Small Business,Furniture,Desk,WorkDesk Pro,Sarah Lopez,4,109,0.05,414.2,238.93,175.27,Card
10123,13/02/2024,2024,Q1,Feb,South,USA,Florida,Miami,Retail,Small Business,Accessories,Headphones,SoundMax,Michael Brown,1,718,0.05,682.1,375.71,306.39,Card
10124,25/02/2024,2024,Q1,Feb,Northeast,USA,Massachusetts,Boston,Online,Small Business,Accessories,Headphones,SoundMax,Emily Carter,18,369,0.15,5645.7,3495.26,2150.44,Transfer
10125,31/03/2024,2024,Q1,Mar,South,USA,Texas,Dallas,Retail,Consumer,Accessories,Keyboard,KeyPro,Sarah Lopez,8,269,0.05,2044.4,1524.05,520.35,Cash
10126,07/10/2024,2024,Q4,Oct,West,USA,Colorado,Denver,Distributor,Consumer,Accessories,Keyboard,KeyPro,John Miller,14,809,0.15,9627.1,5335.54,4291.56,Transfer
10127,18/12/2024,2024,Q4,Dec,South,USA,Florida,Miami,Online,Corporate,Furniture,Desk,WorkDesk Pro,David Clark,20,152,0.1,2736,1507.48,1228.52,Card
10128,28/09/2024,2024,Q3,Sep,Northeast,USA,New York,New York,Distributor,Consumer,Furniture,Chair,ComfortSeat,David Clark,9,1109,0,9981,6325.43,3655.57,Digital Wallet
10129,26/07/2024,2024,Q3,Jul,Northeast,USA,Massachusetts,Boston,Retail,Corporate,Accessories,Keyboard,KeyPro,Emily Carter,16,311,0.15,4229.6,2510.71,1718.89,Cash
10130,28/12/2024,2024,Q4,Dec,South,USA,Texas,Dallas,Retail,Corporate,Electronics,Laptop,UltraBook Pro,Jessica Lee,8,194,0,1552,922.41,629.59,Transfer
10131,21/07/2024,2024,Q3,Jul,Northeast,USA,New York,New York,Distributor,Small Business,Furniture,Desk,WorkDesk Pro,Emily Carter,6,1101,0.1,5945.4,3429.78,2515.62,Transfer
10132,17/04/2024,2024,Q2,Apr,Northeast,USA,New York,New York,Distributor,Corporate,Furniture,Desk,WorkDesk Pro,Michael Brown,16,964,0,15424,10845.34,4578.66,Cash
10133,03/05/2024,2024,Q2,May,Midwest,USA,Ohio,Columbus,Retail,Corporate,Electronics,Tablet,Tab Elite,Michael Brown,4,749,0.05,2846.2,1888.27,957.93,Transfer
10134,29/09/2024,2024,Q3,Sep,Midwest,USA,Michigan,Detroit,Distributor,Consumer,Electronics,Laptop,UltraBook Pro,Emily Carter,20,773,0.05,14687,8852.26,5834.74,Cash
10135,08/11/2024,2024,Q4,Nov,South,USA,Florida,Miami,Online,Consumer,Furniture,Desk,WorkDesk Pro,David Clark,18,51,0.05,872.1,563.86,308.24,Transfer
10136,27/12/2024,2024,Q4,Dec,South,USA,Florida,Miami,Retail,Corporate,Furniture,Desk,WorkDesk Pro,David Clark,3,1109,0.15,2827.95,1783.94,1044.01,Cash
10137,28/08/2024,2024,Q3,Aug,South,USA,Florida,Miami,Retail,Corporate,Electronics,Phone,Galaxy Max,Emily Carter,8,96,0.15,652.8,452.95,199.85,Transfer
10138,26/01/2024,2024,Q1,Jan,Northeast,USA,New York,New York,Retail,Consumer,Electronics,Laptop,UltraBook Pro,Sarah Lopez,20,542,0.15,9214,6641.24,2572.76,Digital Wallet
10139,18/05/2024,2024,Q2,May,Northeast,USA,Pennsylvania,Philadelphia,Retail,Small Business,Furniture,Chair,ComfortSeat,Sarah Lopez,8,116,0.15,788.8,558.09,230.71,Card
10140,15/01/2024,2024,Q1,Jan,West,USA,California,Los Angeles,Online,Corporate,Accessories,Headphones,SoundMax,Sarah Lopez,16,953,0.1,13723.2,9813.16,3910.04,Cash
10141,26/02/2024,2024,Q1,Feb,Northeast,USA,Massachusetts,Boston,Distributor,Corporate,Electronics,Laptop,UltraBook Pro,Michael Brown,20,357,0.15,6069,3463.74,2605.26,Digital Wallet
10142,13/05/2024,2024,Q2,May,Midwest,USA,Ohio,Columbus,Online,Consumer,Furniture,Desk,WorkDesk Pro,David Clark,14,522,0.1,6577.2,3897.11,2680.09,Transfer
